ZIP;AGE;GENDER;INCOME;STATE;RAMNTALL;NGIFTALL;MINRAMNT
70791;56;Male;3000;LA;204;33;3
76252;80;Male;3000;TX;241;18;5
38555;51;Female;6000;TN;78;10;3
81501;82;Male;2000;CO;25;2;5
56629;39;Male;1000;MN;30;2;10
90232;36;Female;4000;CA;40;5;5
63855;44;Male;2000;MO;23;3;5
49437;67;Female;2000;MI;109;12;5
50207;62;Female;1000;IA;51;7;5
48035;44;Female;5000;MI;63;8;3
70507;54;Male;5000;LA;40;2;10
46356;56;U;5000;IN;78;9;5
63128;65;Female;5000;MO;121;8;10
91764;19;Male;4000;CA;109;22;2
53511;66;Male;5000;WI;77;7;3
27105;76;Male;4000;NC;173;15;3
60707;47;Female;1000;IL;21;2;6
29203;59;Female;4000;SC;81;7;5
33175;42;Female;5000;FL;67;6;5
38641;32;Female;4000;MS;20;1;20
90277;36;Female;7000;CA;20;1;20
27305;63;Female;3000;NC;38;4;5
37922;43;Female;5000;TN;25;1;25
33865;56;Female;4000;FL;309;21;5
60538;49;Female;5000;IL;53;5;5
32565;72;Female;2000;FL;121;6;4
29732;34;Male;5000;SC;83;9;3
77656;48;Female;6000;TX;42;4;5
98372;80;Female;1000;WA;47;7;5
63122;82;Male;4000;MO;382;39;5
80920;57;Female;4000;CO;66;8;5
28412;44;Female;3000;NC;108;11;6
42129;62;Female;2000;KY;120;20;1
60657;43;Female;5000;IL;25;1;25
91117;76;Female;4000;CA;59;1;59
85022;48;Female;7000;AZ;15;1;15
93454;65;Female;2000;CA;140;20;4
31522;71;Male;2000;GA;53;7;5
87123;63;Female;5000;NM;93;11;3
98133;82;Female;2000;WA;57;5;5
32124;77;Male;6000;FL;177;15;5
90805;47;Male;5000;CA;40;2;20
85018;72;Female;2000;AZ;25;2;10
95726;66;Female;7000;CA;126;12;5
64050;53;Male;4000;MO;104;6;10
47512;68;Male;4000;IN;20;1;20
93561;36;Female;4000;CA;25;1;25
83661;68;Female;1000;ID;139;11;5
80601;34;Female;2000;CO;30;2;10
32570;49;Female;5000;FL;20;1;20
94025;72;Male;4000;CA;31;3;5
98506;26;Female;5000;WA;35;8;3
32137;70;Male;7000;FL;70;4;10
77061;46;Male;2000;TX;137;18;3
93292;79;Male;2000;CA;154;12;3
63957;41;Female;2000;MO;149;10;3
89121;65;Female;3000;NV;136;12;5
48210;76;Female;2000;MI;143;10;5
27104;68;Female;5000;NC;65;2;25
51653;84;Female;1000;IA;165;53;1
60091;87;Male;7000;IL;235;9;20
60185;76;Female;7000;IL;140;6;5
80916;84;Female;2000;CO;91;9;5
99301;59;Female;4000;WA;107;14;3
95829;46;Female;4000;CA;105;11;3
95762;76;Male;6000;CA;150;10;5
27530;83;Female;2000;NC;100;11;5
33960;70;Female;3000;FL;156;12;3
92509;74;Female;6000;CA;187;5;10
56701;47;Male;7000;MN;76;11;5
70816;48;Female;7000;LA;24;5;3
98595;62;Female;2000;WA;154;11;3
29406;75;Male;2000;SC;81;6;5
68510;25;Female;4000;NE;85;3;10
34277;58;Female;6000;FL;111;11;4
86342;59;Female;1000;AZ;165;27;3
41175;78;Male;2000;KY;380;34;0
65101;72;Male;3000;MO;81;7;5
46323;80;Male;1000;IN;81;8;5
77068;66;Male;2000;TX;27;3;5
95242;78;Female;5000;CA;181;29;2
36022;50;Male;6000;AL;89;6;10
32803;74;Female;5000;FL;203;20;2
89030;80;Female;4000;NV;44;5;5
48380;42;Female;5000;MI;20;2;5
48093;50;Female;6000;MI;15;1;15
62233;68;Female;1000;IL;30;2;10
27106;43;Male;3000;NC;133;13;3
92653;50;Female;6000;CA;83;3;25
53105;56;Female;5000;WI;71;16;1
31305;56;Female;6000;GA;116;13;5
98272;46;U;6000;WA;195;8;10
28086;77;Female;5000;NC;67;5;3
61821;43;Male;5000;IL;50;2;20
61008;69;Female;2000;IL;309;29;5
47711;77;Male;7000;IN;79;8;5
89109;68;Female;4000;NV;70;19;1
56162;81;Male;1000;MN;67;18;2
48328;35;Male;6000;MI;36;4;6
93552;68;Female;1000;CA;85;14;3
97423;58;Female;3000;OR;35;3;10
33907;88;Male;5000;FL;75;7;5
33483;96;Female;6000;FL;205;5;5
87104;81;Male;3000;NM;40;3;10
35501;54;Female;7000;AL;57;6;5
80004;54;Female;6000;CO;107;4;15
53546;43;Female;5000;WI;24;4;3
35173;77;Male;5000;AL;307;33;5
49442;70;Female;2000;MI;170;14;5
95820;46;Female;4000;CA;35;2;15
33761;69;Female;1000;FL;91;16;2
98408;56;Male;7000;WA;53;6;5
61615;87;Female;1000;IL;155;9;5
32713;79;Female;2000;FL;82;32;1
47150;74;Male;2000;IN;86;12;3
30907;28;Female;4000;GA;30;2;10
33312;64;Female;2000;FL;42;4;5
90066;36;Female;3000;CA;97;5;10
32547;58;Male;4000;FL;18;3;3
96816;84;Male;5000;HI;15;1;15
86001;51;Female;5000;AZ;57;4;5
29621;51;Male;3000;SC;25;2;5
46375;64;Male;4000;IN;26;2;10
53538;27;Male;3000;WI;103;10;3
33071;41;Male;7000;FL;141;6;12
85020;70;Male;4000;AZ;45;5;5
74403;70;Male;2000;OK;95;6;10
90630;52;Male;4000;CA;68;7;5
28751;51;Female;4000;NC;220;13;5
71832;54;Male;3000;AR;97;6;10
91766;40;Female;4000;CA;25;2;10
94131;76;Male;1000;CA;20;1;20
99707;58;Male;5000;AK;55;3;15
92509;50;Female;6000;CA;120;16;5
48092;82;Male;2000;MI;105;28;1
80011;73;Female;3000;CO;91;13;3
59405;51;Male;3000;MT;25;1;25
94087;70;Male;5000;CA;250;7;5
85028;58;Female;5000;AZ;20;2;0
63531;40;Male;3000;MO;15;1;15
77079;63;Male;7000;TX;124;6;4
91364;70;Female;4000;CA;37;3;10
46542;49;Male;5000;IN;190;9;10
33140;75;Female;1000;FL;15;1;15
29526;29;Female;2000;SC;34;4;5
27330;86;Male;4000;NC;25;1;25
55125;66;Female;5000;MN;414;18;5
97103;86;Female;4000;OR;53;4;10
76541;52;Female;3000;TX;244;21;3
30907;53;Male;2000;GA;26;2;10
52101;67;U;6000;IA;138;13;5
30824;38;Male;5000;GA;175;22;3
91785;50;Female;5000;CA;55;3;15
78155;74;Male;5000;TX;184;16;3
27520;46;Female;4000;NC;483;43;1
70431;73;Female;2000;LA;138;17;3
76112;42;Male;4000;TX;20;1;20
90732;75;Female;7000;CA;161;34;2
35968;58;Female;2000;AL;30;2;10
77012;87;Female;1000;TX;65;5;5
94123;51;Male;7000;CA;90;6;3
77515;48;Male;5000;TX;25;1;25
75148;85;Female;2000;TX;87;11;5
27607;76;Female;2000;NC;61;5;5
48021;64;Female;6000;MI;76;9;3
62863;68;Male;5000;IL;216;15;10
92545;62;Male;1000;CA;131;19;2
95827;50;Female;6000;CA;161;13;5
95123;57;Female;6000;CA;50;4;5
30002;63;Male;4000;GA;96;7;10
30066;66;Female;5000;GA;48;5;5
95746;42;Male;6000;CA;113;8;10
78551;48;Female;5000;TX;142;9;5
98390;52;Male;7000;WA;123;11;5
46321;46;Male;6000;IN;76;14;3
85208;77;Female;2000;AZ;304;23;5
75243;46;Male;6000;TX;25;2;10
65203;67;Female;5000;MO;229;21;5
85704;52;Male;6000;AZ;77;7;5
29108;54;Male;5000;SC;102;6;10
60131;68;Female;2000;IL;90;16;3
28714;76;Female;2000;NC;110;20;3
70806;50;J;6000;LA;144;16;3
33975;53;Female;5000;FL;68;4;13
89701;85;Female;2000;NV;89;13;3
75203;41;Male;4000;TX;15;1;15
75013;68;Male;5000;TX;89;5;10
46567;62;Male;3000;IN;189;18;5
28465;66;Male;6000;NC;141;19;2
48629;73;Female;2000;MI;79;7;3
66217;67;Female;3000;KS;208;12;5
89445;77;Female;2000;NV;74;4;5
92504;74;Female;1000;CA;148;21;3
33165;60;Male;3000;FL;42;2;20
60035;81;Male;4000;IL;246;15;5
55438;62;Male;5000;MN;52;6;5
33844;54;Female;5000;FL;29;4;3
62002;62;Male;5000;IL;42;3;10
64063;34;Female;3000;MO;121;11;5
27612;46;Female;7000;NC;48;6;5
28409;70;Female;4000;NC;122;15;3
64470;93;Female;1000;MO;236;17;10
60631;67;Male;4000;IL;20;1;20
99223;47;Male;5000;WA;201;19;3
70448;80;Female;5000;LA;81;7;10
34232;45;Female;5000;FL;15;1;15
63028;71;Male;3000;MO;25;1;25
60609;79;Female;5000;IL;30;2;10
76114;64;Female;4000;TX;15;1;15
33062;55;Male;6000;FL;631;26;5
95060;71;Female;6000;CA;256;24;5
27265;50;Female;6000;NC;83;12;3
78660;47;Male;2000;TX;25;2;5
85257;36;Female;6000;AZ;20;1;20
54470;77;Female;1000;WI;41;10;2
46617;59;Male;1000;IN;213;19;7
89504;53;Male;3000;NV;73;5;5
48128;72;Female;4000;MI;64;6;5
46040;54;Female;3000;IN;28;1;28
84106;55;Female;5000;UT;144;14;5
34292;88;Female;3000;FL;50;9;5
79066;40;Male;2000;TX;78;7;5
90813;82;Male;4000;CA;152;16;5
92115;84;Female;2000;CA;171;14;5
48532;66;Male;5000;MI;48;4;3
92320;48;Male;6000;CA;25;2;10
61821;72;Male;5000;IL;25;2;10
52003;59;Female;6000;IA;99;9;3
92250;42;Male;6000;CA;25;1;25
90715;68;Male;5000;CA;46;4;5
40165;34;Male;5000;KY;150;1;150
93222;65;Male;5000;CA;230;10;5
48074;59;Male;5000;MI;15;1;15
46617;62;Male;6000;IN;34;3;5
60517;71;Female;3000;IL;59;7;5
33304;44;Male;4000;FL;20;1;20
28210;67;Male;3000;NC;171;11;10
98531;63;Female;3000;WA;169;16;5
72959;80;Male;1000;AR;149;11;5
36477;78;Male;2000;AL;85;5;15
92335;44;Male;4000;CA;72;9;3
29831;56;Male;3000;SC;105;6;15
93449;70;Male;5000;CA;386;22;5
68025;68;Female;3000;NE;102;14;3
75023;92;Male;5000;TX;35;3;10
91335;56;Female;5000;CA;62;4;15
54603;95;Female;1000;WI;39;3;5
98032;86;Female;1000;WA;75;7;5
39180;60;Male;4000;MS;56;11;3
47302;40;Male;3000;IN;108;27;3
60630;67;Male;2000;IL;285;22;5
42240;34;Female;5000;KY;20;1;20
77015;84;Female;4000;TX;106;19;2
30064;37;Male;5000;GA;20;1;20
49285;42;Female;2000;MI;230;34;3
60110;45;Female;7000;IL;120;5;20
98020;70;Male;6000;WA;142;12;5
33709;58;Female;2000;FL;25;1;25
97303;72;Female;2000;OR;109;12;3
92345;82;Female;2000;CA;20;1;20
98055;83;Male;2000;WA;75;12;3
33619;72;Female;1000;FL;40;5;5
60515;86;Male;1000;IL;75;6;5
90008;78;Female;5000;CA;123;8;5
95355;26;Female;4000;CA;40;4;10
70726;79;Female;3000;LA;116;10;0
91355;30;Male;6000;CA;60;3;20
37876;44;Female;5000;TN;104;11;5
95824;60;Female;1000;CA;105;10;5
47250;40;Male;1000;IN;48;3;3
95122;74;Male;5000;CA;30;3;5
60108;46;Female;6000;IL;15;1;15
77703;71;Male;1000;TX;50;5;5
77619;77;Male;2000;TX;159;14;5
49007;80;Female;2000;MI;261;7;15
48146;73;Male;2000;MI;50;5;3
48846;76;Female;2000;MI;150;2;50
36608;45;Male;7000;AL;153;7;3
32223;48;Male;7000;FL;69;3;20
64138;74;Female;2000;MO;109;10;5
93306;48;Female;5000;CA;90;11;3
27302;48;Female;7000;NC;149;12;3
98277;49;Male;5000;WA;91;6;5
58746;94;Male;1000;ND;69;15;3
65023;31;Female;3000;MO;15;1;15
95336;56;Male;5000;CA;299;25;2
63141;79;Male;7000;MO;114;11;5
48174;79;Male;5000;MI;240;11;10
99504;42;Female;5000;AK;282;13;15
92107;88;Female;3000;CA;196;15;5
77066;70;Male;5000;TX;20;2;5
80516;63;Male;3000;CO;117;9;10
73159;34;Female;5000;OK;40;2;20
60435;91;Male;1000;IL;114;14;5
91780;27;Female;5000;CA;50;3;10
78363;59;Male;5000;TX;132;19;4
35961;72;Male;4000;AL;62;4;13
70764;49;Female;3000;LA;40;9;2
92337;79;Male;4000;CA;378;30;5
27023;50;Female;3000;NC;65;7;5
91405;58;Female;2000;CA;27;3;5
34235;83;Female;3000;FL;100;12;3
84121;51;Male;5000;UT;53;5;5
01876;39;Female;3000;MA;15;1;15
28327;74;Female;2000;NC;54;7;5
85213;39;Female;6000;AZ;50;6;3
37130;51;Female;5000;TN;111;11;5
48334;72;U;4000;MI;58;4;10
53919;62;Male;6000;WI;168;15;1
54149;77;Female;3000;WI;95;8;5
95608;61;Male;7000;CA;80;7;5
90022;40;Female;2000;CA;15;1;15
65201;34;Male;5000;MO;56;5;5
92870;34;Female;4000;CA;216;23;3
77079;42;Male;7000;TX;37;3;5
75935;61;Female;6000;TX;84;24;2
92630;54;Female;6000;CA;35;2;10
33759;81;Female;3000;FL;159;11;10
93105;81;Female;4000;CA;30;2;10
49445;88;Female;2000;MI;275;10;10
93555;84;Male;7000;CA;102;17;3
77301;58;Male;4000;TX;72;7;5
85373;74;Female;4000;AZ;116;9;5
98563;66;Female;6000;WA;279;13;10
89702;45;Female;3000;NV;30;3;5
66604;84;Female;4000;KS;174;14;3
60634;69;Male;4000;IL;125;6;15
52577;84;Female;2000;IA;322;26;10
27587;59;Male;3000;NC;35;1;35
95350;42;Female;6000;CA;20;1;20
99205;45;Female;1000;WA;97;13;3
55364;84;Female;2000;MN;179;29;2
31904;92;Male;5000;GA;100;10;3
97457;54;Male;6000;OR;292;26;10
96706;66;Female;4000;HI;20;1;20
94586;68;Female;7000;CA;107;17;3
73036;61;Male;3000;OK;20;1;20
95820;69;Male;2000;CA;159;8;8
92262;75;Male;5000;CA;189;18;3
48207;77;Female;1000;MI;55;3;15
49690;64;Male;2000;MI;100;21;2
28213;50;Female;3000;NC;195;7;20
99515;94;Female;5000;AK;102;6;10
90650;88;Female;1000;CA;218;25;2
32439;70;Male;4000;FL;103;10;5
48360;64;Male;5000;MI;237;30;5
92075;44;Female;7000;CA;41;3;6
40203;72;Female;2000;KY;53;16;2
92647;74;Male;6000;CA;177;7;25
92126;63;Female;5000;CA;84;7;10
27215;51;Female;2000;NC;258;12;10
52317;85;Female;1000;IA;141;14;3
70448;26;Male;2000;LA;25;1;25
75141;38;U;5000;TX;35;2;5
95687;48;Male;1000;CA;20;1;20
57104;86;Female;2000;SD;180;16;5
32766;54;Male;4000;FL;40;3;10
32792;74;Female;6000;FL;159;16;3
95648;50;Male;5000;CA;50;2;25
51106;77;Female;2000;IA;165;4;10
75476;40;Male;3000;TX;77;8;2
55379;58;Female;3000;MN;41;3;5
48185;57;Male;6000;MI;99;15;3
97405;84;Male;5000;OR;46;9;3
32968;73;Female;4000;FL;34;4;5
90034;65;Female;5000;CA;276;11;10
48503;62;Female;5000;MI;66;8;5
71292;71;Female;2000;LA;137;6;10
98204;64;Male;5000;WA;85;6;5
90650;30;Female;4000;CA;57;15;2
64869;56;Male;3000;MO;30;4;2
98103;70;Female;3000;WA;77;14;3
90732;86;Female;1000;CA;28;5;3
77028;66;Female;6000;TX;55;5;5
53404;67;Female;1000;WI;86;16;2
32322;60;Male;1000;FL;137;7;5
92806;48;Female;4000;CA;260;21;5
28425;52;Male;4000;NC;200;26;3
67333;85;Male;3000;KS;121;12;5
48215;48;Female;3000;MI;37;3;5
94598;54;Male;5000;CA;500;9;25
28374;81;Male;4000;NC;45;5;5
32308;48;Male;5000;FL;36;4;5
92506;78;Male;4000;CA;141;7;5
98684;51;Female;5000;WA;45;4;5
94546;56;Female;6000;CA;77;6;5
60190;60;Male;4000;IL;69;15;1
95380;54;Male;6000;CA;20;1;20
63011;90;Female;6000;MO;70;3;20
72167;72;Male;2000;AR;289;23;5
63501;45;Male;3000;MO;85;9;5
32218;54;Male;2000;FL;67;8;5
85324;48;Female;5000;AZ;116;12;5
60656;50;Female;4000;IL;131;10;10
32073;50;Female;6000;FL;127;12;3
77561;66;Female;2000;TX;100;5;5
80829;41;Female;7000;CO;100;1;100
98502;76;Female;1000;WA;20;3;5
48415;72;Male;2000;MI;104;26;2
53159;64;Female;2000;WI;70;3;20
37066;54;Female;3000;TN;46;5;5
62049;73;Male;1000;IL;126;15;5
29488;52;Male;5000;SC;28;1;28
29569;40;Male;5000;SC;88;14;3
90606;48;J;6000;CA;99;9;3
88101;77;Male;2000;NM;42;5;5
95962;50;Female;3000;CA;40;3;10
94558;48;Female;5000;CA;91;12;3
33903;64;Male;3000;FL;380;22;5
33905;65;Female;5000;FL;176;10;10
95827;52;Male;3000;CA;215;18;5
33756;65;Female;1000;FL;186;13;5
61554;48;Male;6000;IL;66;8;5
92166;75;Female;7000;CA;125;5;25
29073;46;Male;5000;SC;85;7;8
95608;74;Male;5000;CA;192;16;5
91351;70;Female;5000;CA;164;16;3
98037;67;Female;4000;WA;108;6;10
72450;87;Male;3000;AR;35;5;3
53206;50;Female;2000;WI;32;4;5
94560;49;Female;2000;CA;294;25;5
34104;69;Male;4000;FL;66;8;3
75147;62;Female;5000;TX;117;6;5
91403;51;Female;5000;CA;144;7;10
80126;55;Female;6000;CO;44;3;10
35805;33;Female;1000;AL;30;2;10
29730;36;Female;5000;SC;20;1;20
62927;82;Female;2000;IL;172;23;3
75020;52;Female;5000;TX;20;1;20
42134;91;Female;7000;KY;78;12;5
77586;45;Female;5000;TX;98;7;10
60440;46;Female;6000;IL;86;9;3
60172;60;Male;4000;IL;190;9;10
55428;43;Female;4000;MN;115;8;5
47591;80;Male;4000;IN;349;13;10
79912;61;Female;7000;TX;286;15;10
68822;76;Male;1000;NE;146;8;5
32225;84;Female;7000;FL;150;19;5
37939;90;Female;4000;TN;234;18;5
27613;46;Male;5000;NC;25;1;25
35901;65;Female;4000;AL;112;14;5
89123;66;Female;4000;NV;46;7;3
49079;26;Female;5000;MI;20;1;20
94086;40;Male;1000;CA;185;10;5
90038;76;Male;3000;CA;121;8;5
98373;58;Female;2000;WA;22;2;5
28613;74;Male;3000;NC;141;13;5
