158;0-999;0-1999;0-3999;*
159;0-999;0-1999;0-3999;*
160;0-999;0-1999;0-3999;*
161;0-999;0-1999;0-3999;*
162;0-999;0-1999;0-3999;*
163;0-999;0-1999;0-3999;*
164;0-999;0-1999;0-3999;*
165;0-999;0-1999;0-3999;*
166;0-999;0-1999;0-3999;*
167;0-999;0-1999;0-3999;*
168;0-999;0-1999;0-3999;*
169;0-999;0-1999;0-3999;*
170;0-999;0-1999;0-3999;*
171;0-999;0-1999;0-3999;*
172;0-999;0-1999;0-3999;*
173;0-999;0-1999;0-3999;*
174;0-999;0-1999;0-3999;*
175;0-999;0-1999;0-3999;*
176;0-999;0-1999;0-3999;*
177;0-999;0-1999;0-3999;*
178;0-999;0-1999;0-3999;*
179;0-999;0-1999;0-3999;*
180;0-999;0-1999;0-3999;*
181;0-999;0-1999;0-3999;*
182;0-999;0-1999;0-3999;*
183;0-999;0-1999;0-3999;*
184;0-999;0-1999;0-3999;*
185;0-999;0-1999;0-3999;*
186;0-999;0-1999;0-3999;*
187;0-999;0-1999;0-3999;*
188;0-999;0-1999;0-3999;*
189;0-999;0-1999;0-3999;*
190;0-999;0-1999;0-3999;*
191;0-999;0-1999;0-3999;*
192;0-999;0-1999;0-3999;*
193;0-999;0-1999;0-3999;*
194;0-999;0-1999;0-3999;*
195;0-999;0-1999;0-3999;*
196;0-999;0-1999;0-3999;*
197;0-999;0-1999;0-3999;*
198;0-999;0-1999;0-3999;*
199;0-999;0-1999;0-3999;*
200;0-999;0-1999;0-3999;*
201;0-999;0-1999;0-3999;*
202;0-999;0-1999;0-3999;*
203;0-999;0-1999;0-3999;*
204;0-999;0-1999;0-3999;*
205;0-999;0-1999;0-3999;*
206;0-999;0-1999;0-3999;*
207;0-999;0-1999;0-3999;*
208;0-999;0-1999;0-3999;*
209;0-999;0-1999;0-3999;*
210;0-999;0-1999;0-3999;*
211;0-999;0-1999;0-3999;*
212;0-999;0-1999;0-3999;*
213;0-999;0-1999;0-3999;*
214;0-999;0-1999;0-3999;*
215;0-999;0-1999;0-3999;*
216;0-999;0-1999;0-3999;*
217;0-999;0-1999;0-3999;*
218;0-999;0-1999;0-3999;*
219;0-999;0-1999;0-3999;*
220;0-999;0-1999;0-3999;*
221;0-999;0-1999;0-3999;*
222;0-999;0-1999;0-3999;*
223;0-999;0-1999;0-3999;*
224;0-999;0-1999;0-3999;*
225;0-999;0-1999;0-3999;*
226;0-999;0-1999;0-3999;*
227;0-999;0-1999;0-3999;*
228;0-999;0-1999;0-3999;*
229;0-999;0-1999;0-3999;*
230;0-999;0-1999;0-3999;*
231;0-999;0-1999;0-3999;*
232;0-999;0-1999;0-3999;*
233;0-999;0-1999;0-3999;*
234;0-999;0-1999;0-3999;*
235;0-999;0-1999;0-3999;*
236;0-999;0-1999;0-3999;*
237;0-999;0-1999;0-3999;*
238;0-999;0-1999;0-3999;*
239;0-999;0-1999;0-3999;*
240;0-999;0-1999;0-3999;*
241;0-999;0-1999;0-3999;*
242;0-999;0-1999;0-3999;*
243;0-999;0-1999;0-3999;*
244;0-999;0-1999;0-3999;*
245;0-999;0-1999;0-3999;*
246;0-999;0-1999;0-3999;*
247;0-999;0-1999;0-3999;*
248;0-999;0-1999;0-3999;*
249;0-999;0-1999;0-3999;*
250;0-999;0-1999;0-3999;*
251;0-999;0-1999;0-3999;*
252;0-999;0-1999;0-3999;*
253;0-999;0-1999;0-3999;*
254;0-999;0-1999;0-3999;*
255;0-999;0-1999;0-3999;*
256;0-999;0-1999;0-3999;*
257;0-999;0-1999;0-3999;*
258;0-999;0-1999;0-3999;*
259;0-999;0-1999;0-3999;*
260;0-999;0-1999;0-3999;*
261;0-999;0-1999;0-3999;*
262;0-999;0-1999;0-3999;*
263;0-999;0-1999;0-3999;*
264;0-999;0-1999;0-3999;*
265;0-999;0-1999;0-3999;*
266;0-999;0-1999;0-3999;*
267;0-999;0-1999;0-3999;*
268;0-999;0-1999;0-3999;*
269;0-999;0-1999;0-3999;*
270;0-999;0-1999;0-3999;*
271;0-999;0-1999;0-3999;*
272;0-999;0-1999;0-3999;*
273;0-999;0-1999;0-3999;*
274;0-999;0-1999;0-3999;*
275;0-999;0-1999;0-3999;*
276;0-999;0-1999;0-3999;*
277;0-999;0-1999;0-3999;*
278;0-999;0-1999;0-3999;*
279;0-999;0-1999;0-3999;*
280;0-999;0-1999;0-3999;*
281;0-999;0-1999;0-3999;*
282;0-999;0-1999;0-3999;*
283;0-999;0-1999;0-3999;*
284;0-999;0-1999;0-3999;*
285;0-999;0-1999;0-3999;*
286;0-999;0-1999;0-3999;*
287;0-999;0-1999;0-3999;*
288;0-999;0-1999;0-3999;*
289;0-999;0-1999;0-3999;*
290;0-999;0-1999;0-3999;*
291;0-999;0-1999;0-3999;*
292;0-999;0-1999;0-3999;*
293;0-999;0-1999;0-3999;*
294;0-999;0-1999;0-3999;*
295;0-999;0-1999;0-3999;*
296;0-999;0-1999;0-3999;*
297;0-999;0-1999;0-3999;*
298;0-999;0-1999;0-3999;*
299;0-999;0-1999;0-3999;*
300;0-999;0-1999;0-3999;*
301;0-999;0-1999;0-3999;*
302;0-999;0-1999;0-3999;*
303;0-999;0-1999;0-3999;*
304;0-999;0-1999;0-3999;*
305;0-999;0-1999;0-3999;*
306;0-999;0-1999;0-3999;*
307;0-999;0-1999;0-3999;*
308;0-999;0-1999;0-3999;*
309;0-999;0-1999;0-3999;*
310;0-999;0-1999;0-3999;*
311;0-999;0-1999;0-3999;*
312;0-999;0-1999;0-3999;*
313;0-999;0-1999;0-3999;*
314;0-999;0-1999;0-3999;*
315;0-999;0-1999;0-3999;*
316;0-999;0-1999;0-3999;*
317;0-999;0-1999;0-3999;*
318;0-999;0-1999;0-3999;*
319;0-999;0-1999;0-3999;*
320;0-999;0-1999;0-3999;*
321;0-999;0-1999;0-3999;*
322;0-999;0-1999;0-3999;*
323;0-999;0-1999;0-3999;*
324;0-999;0-1999;0-3999;*
325;0-999;0-1999;0-3999;*
326;0-999;0-1999;0-3999;*
327;0-999;0-1999;0-3999;*
328;0-999;0-1999;0-3999;*
329;0-999;0-1999;0-3999;*
330;0-999;0-1999;0-3999;*
331;0-999;0-1999;0-3999;*
332;0-999;0-1999;0-3999;*
333;0-999;0-1999;0-3999;*
334;0-999;0-1999;0-3999;*
335;0-999;0-1999;0-3999;*
336;0-999;0-1999;0-3999;*
337;0-999;0-1999;0-3999;*
338;0-999;0-1999;0-3999;*
339;0-999;0-1999;0-3999;*
340;0-999;0-1999;0-3999;*
341;0-999;0-1999;0-3999;*
342;0-999;0-1999;0-3999;*
343;0-999;0-1999;0-3999;*
344;0-999;0-1999;0-3999;*
345;0-999;0-1999;0-3999;*
346;0-999;0-1999;0-3999;*
347;0-999;0-1999;0-3999;*
348;0-999;0-1999;0-3999;*
349;0-999;0-1999;0-3999;*
350;0-999;0-1999;0-3999;*
351;0-999;0-1999;0-3999;*
352;0-999;0-1999;0-3999;*
353;0-999;0-1999;0-3999;*
354;0-999;0-1999;0-3999;*
355;0-999;0-1999;0-3999;*
356;0-999;0-1999;0-3999;*
357;0-999;0-1999;0-3999;*
358;0-999;0-1999;0-3999;*
359;0-999;0-1999;0-3999;*
360;0-999;0-1999;0-3999;*
361;0-999;0-1999;0-3999;*
362;0-999;0-1999;0-3999;*
363;0-999;0-1999;0-3999;*
364;0-999;0-1999;0-3999;*
365;0-999;0-1999;0-3999;*
366;0-999;0-1999;0-3999;*
367;0-999;0-1999;0-3999;*
368;0-999;0-1999;0-3999;*
369;0-999;0-1999;0-3999;*
370;0-999;0-1999;0-3999;*
371;0-999;0-1999;0-3999;*
372;0-999;0-1999;0-3999;*
373;0-999;0-1999;0-3999;*
374;0-999;0-1999;0-3999;*
375;0-999;0-1999;0-3999;*
376;0-999;0-1999;0-3999;*
377;0-999;0-1999;0-3999;*
378;0-999;0-1999;0-3999;*
379;0-999;0-1999;0-3999;*
380;0-999;0-1999;0-3999;*
381;0-999;0-1999;0-3999;*
382;0-999;0-1999;0-3999;*
383;0-999;0-1999;0-3999;*
384;0-999;0-1999;0-3999;*
385;0-999;0-1999;0-3999;*
386;0-999;0-1999;0-3999;*
387;0-999;0-1999;0-3999;*
388;0-999;0-1999;0-3999;*
389;0-999;0-1999;0-3999;*
390;0-999;0-1999;0-3999;*
391;0-999;0-1999;0-3999;*
392;0-999;0-1999;0-3999;*
393;0-999;0-1999;0-3999;*
394;0-999;0-1999;0-3999;*
395;0-999;0-1999;0-3999;*
396;0-999;0-1999;0-3999;*
397;0-999;0-1999;0-3999;*
398;0-999;0-1999;0-3999;*
399;0-999;0-1999;0-3999;*
400;0-999;0-1999;0-3999;*
401;0-999;0-1999;0-3999;*
402;0-999;0-1999;0-3999;*
403;0-999;0-1999;0-3999;*
404;0-999;0-1999;0-3999;*
405;0-999;0-1999;0-3999;*
406;0-999;0-1999;0-3999;*
407;0-999;0-1999;0-3999;*
408;0-999;0-1999;0-3999;*
409;0-999;0-1999;0-3999;*
410;0-999;0-1999;0-3999;*
411;0-999;0-1999;0-3999;*
412;0-999;0-1999;0-3999;*
413;0-999;0-1999;0-3999;*
414;0-999;0-1999;0-3999;*
415;0-999;0-1999;0-3999;*
416;0-999;0-1999;0-3999;*
417;0-999;0-1999;0-3999;*
418;0-999;0-1999;0-3999;*
419;0-999;0-1999;0-3999;*
420;0-999;0-1999;0-3999;*
421;0-999;0-1999;0-3999;*
422;0-999;0-1999;0-3999;*
423;0-999;0-1999;0-3999;*
424;0-999;0-1999;0-3999;*
425;0-999;0-1999;0-3999;*
426;0-999;0-1999;0-3999;*
427;0-999;0-1999;0-3999;*
428;0-999;0-1999;0-3999;*
429;0-999;0-1999;0-3999;*
430;0-999;0-1999;0-3999;*
431;0-999;0-1999;0-3999;*
432;0-999;0-1999;0-3999;*
433;0-999;0-1999;0-3999;*
434;0-999;0-1999;0-3999;*
435;0-999;0-1999;0-3999;*
436;0-999;0-1999;0-3999;*
437;0-999;0-1999;0-3999;*
438;0-999;0-1999;0-3999;*
439;0-999;0-1999;0-3999;*
440;0-999;0-1999;0-3999;*
441;0-999;0-1999;0-3999;*
442;0-999;0-1999;0-3999;*
443;0-999;0-1999;0-3999;*
444;0-999;0-1999;0-3999;*
445;0-999;0-1999;0-3999;*
446;0-999;0-1999;0-3999;*
447;0-999;0-1999;0-3999;*
448;0-999;0-1999;0-3999;*
449;0-999;0-1999;0-3999;*
450;0-999;0-1999;0-3999;*
451;0-999;0-1999;0-3999;*
452;0-999;0-1999;0-3999;*
453;0-999;0-1999;0-3999;*
454;0-999;0-1999;0-3999;*
455;0-999;0-1999;0-3999;*
456;0-999;0-1999;0-3999;*
457;0-999;0-1999;0-3999;*
458;0-999;0-1999;0-3999;*
459;0-999;0-1999;0-3999;*
460;0-999;0-1999;0-3999;*
461;0-999;0-1999;0-3999;*
462;0-999;0-1999;0-3999;*
463;0-999;0-1999;0-3999;*
464;0-999;0-1999;0-3999;*
465;0-999;0-1999;0-3999;*
466;0-999;0-1999;0-3999;*
467;0-999;0-1999;0-3999;*
468;0-999;0-1999;0-3999;*
469;0-999;0-1999;0-3999;*
470;0-999;0-1999;0-3999;*
471;0-999;0-1999;0-3999;*
472;0-999;0-1999;0-3999;*
473;0-999;0-1999;0-3999;*
474;0-999;0-1999;0-3999;*
475;0-999;0-1999;0-3999;*
476;0-999;0-1999;0-3999;*
477;0-999;0-1999;0-3999;*
478;0-999;0-1999;0-3999;*
479;0-999;0-1999;0-3999;*
480;0-999;0-1999;0-3999;*
481;0-999;0-1999;0-3999;*
482;0-999;0-1999;0-3999;*
483;0-999;0-1999;0-3999;*
484;0-999;0-1999;0-3999;*
485;0-999;0-1999;0-3999;*
486;0-999;0-1999;0-3999;*
487;0-999;0-1999;0-3999;*
488;0-999;0-1999;0-3999;*
489;0-999;0-1999;0-3999;*
490;0-999;0-1999;0-3999;*
491;0-999;0-1999;0-3999;*
492;0-999;0-1999;0-3999;*
493;0-999;0-1999;0-3999;*
494;0-999;0-1999;0-3999;*
495;0-999;0-1999;0-3999;*
496;0-999;0-1999;0-3999;*
497;0-999;0-1999;0-3999;*
498;0-999;0-1999;0-3999;*
499;0-999;0-1999;0-3999;*
500;0-999;0-1999;0-3999;*
501;0-999;0-1999;0-3999;*
502;0-999;0-1999;0-3999;*
503;0-999;0-1999;0-3999;*
504;0-999;0-1999;0-3999;*
505;0-999;0-1999;0-3999;*
506;0-999;0-1999;0-3999;*
507;0-999;0-1999;0-3999;*
508;0-999;0-1999;0-3999;*
509;0-999;0-1999;0-3999;*
510;0-999;0-1999;0-3999;*
511;0-999;0-1999;0-3999;*
512;0-999;0-1999;0-3999;*
513;0-999;0-1999;0-3999;*
514;0-999;0-1999;0-3999;*
515;0-999;0-1999;0-3999;*
516;0-999;0-1999;0-3999;*
517;0-999;0-1999;0-3999;*
518;0-999;0-1999;0-3999;*
519;0-999;0-1999;0-3999;*
520;0-999;0-1999;0-3999;*
521;0-999;0-1999;0-3999;*
522;0-999;0-1999;0-3999;*
523;0-999;0-1999;0-3999;*
524;0-999;0-1999;0-3999;*
525;0-999;0-1999;0-3999;*
526;0-999;0-1999;0-3999;*
527;0-999;0-1999;0-3999;*
528;0-999;0-1999;0-3999;*
529;0-999;0-1999;0-3999;*
530;0-999;0-1999;0-3999;*
531;0-999;0-1999;0-3999;*
532;0-999;0-1999;0-3999;*
533;0-999;0-1999;0-3999;*
534;0-999;0-1999;0-3999;*
535;0-999;0-1999;0-3999;*
536;0-999;0-1999;0-3999;*
537;0-999;0-1999;0-3999;*
538;0-999;0-1999;0-3999;*
539;0-999;0-1999;0-3999;*
540;0-999;0-1999;0-3999;*
541;0-999;0-1999;0-3999;*
542;0-999;0-1999;0-3999;*
543;0-999;0-1999;0-3999;*
544;0-999;0-1999;0-3999;*
545;0-999;0-1999;0-3999;*
546;0-999;0-1999;0-3999;*
547;0-999;0-1999;0-3999;*
548;0-999;0-1999;0-3999;*
549;0-999;0-1999;0-3999;*
550;0-999;0-1999;0-3999;*
551;0-999;0-1999;0-3999;*
552;0-999;0-1999;0-3999;*
553;0-999;0-1999;0-3999;*
554;0-999;0-1999;0-3999;*
555;0-999;0-1999;0-3999;*
556;0-999;0-1999;0-3999;*
557;0-999;0-1999;0-3999;*
558;0-999;0-1999;0-3999;*
559;0-999;0-1999;0-3999;*
560;0-999;0-1999;0-3999;*
561;0-999;0-1999;0-3999;*
562;0-999;0-1999;0-3999;*
563;0-999;0-1999;0-3999;*
564;0-999;0-1999;0-3999;*
565;0-999;0-1999;0-3999;*
566;0-999;0-1999;0-3999;*
567;0-999;0-1999;0-3999;*
568;0-999;0-1999;0-3999;*
569;0-999;0-1999;0-3999;*
570;0-999;0-1999;0-3999;*
571;0-999;0-1999;0-3999;*
572;0-999;0-1999;0-3999;*
573;0-999;0-1999;0-3999;*
574;0-999;0-1999;0-3999;*
575;0-999;0-1999;0-3999;*
576;0-999;0-1999;0-3999;*
577;0-999;0-1999;0-3999;*
578;0-999;0-1999;0-3999;*
579;0-999;0-1999;0-3999;*
580;0-999;0-1999;0-3999;*
581;0-999;0-1999;0-3999;*
582;0-999;0-1999;0-3999;*
583;0-999;0-1999;0-3999;*
584;0-999;0-1999;0-3999;*
585;0-999;0-1999;0-3999;*
586;0-999;0-1999;0-3999;*
587;0-999;0-1999;0-3999;*
588;0-999;0-1999;0-3999;*
589;0-999;0-1999;0-3999;*
590;0-999;0-1999;0-3999;*
591;0-999;0-1999;0-3999;*
592;0-999;0-1999;0-3999;*
593;0-999;0-1999;0-3999;*
594;0-999;0-1999;0-3999;*
595;0-999;0-1999;0-3999;*
596;0-999;0-1999;0-3999;*
597;0-999;0-1999;0-3999;*
598;0-999;0-1999;0-3999;*
599;0-999;0-1999;0-3999;*
600;0-999;0-1999;0-3999;*
601;0-999;0-1999;0-3999;*
602;0-999;0-1999;0-3999;*
603;0-999;0-1999;0-3999;*
604;0-999;0-1999;0-3999;*
605;0-999;0-1999;0-3999;*
606;0-999;0-1999;0-3999;*
607;0-999;0-1999;0-3999;*
608;0-999;0-1999;0-3999;*
609;0-999;0-1999;0-3999;*
610;0-999;0-1999;0-3999;*
611;0-999;0-1999;0-3999;*
612;0-999;0-1999;0-3999;*
613;0-999;0-1999;0-3999;*
614;0-999;0-1999;0-3999;*
615;0-999;0-1999;0-3999;*
616;0-999;0-1999;0-3999;*
617;0-999;0-1999;0-3999;*
618;0-999;0-1999;0-3999;*
619;0-999;0-1999;0-3999;*
620;0-999;0-1999;0-3999;*
621;0-999;0-1999;0-3999;*
622;0-999;0-1999;0-3999;*
623;0-999;0-1999;0-3999;*
624;0-999;0-1999;0-3999;*
625;0-999;0-1999;0-3999;*
626;0-999;0-1999;0-3999;*
627;0-999;0-1999;0-3999;*
628;0-999;0-1999;0-3999;*
629;0-999;0-1999;0-3999;*
630;0-999;0-1999;0-3999;*
631;0-999;0-1999;0-3999;*
632;0-999;0-1999;0-3999;*
633;0-999;0-1999;0-3999;*
634;0-999;0-1999;0-3999;*
635;0-999;0-1999;0-3999;*
636;0-999;0-1999;0-3999;*
637;0-999;0-1999;0-3999;*
638;0-999;0-1999;0-3999;*
639;0-999;0-1999;0-3999;*
640;0-999;0-1999;0-3999;*
641;0-999;0-1999;0-3999;*
642;0-999;0-1999;0-3999;*
643;0-999;0-1999;0-3999;*
644;0-999;0-1999;0-3999;*
645;0-999;0-1999;0-3999;*
646;0-999;0-1999;0-3999;*
647;0-999;0-1999;0-3999;*
648;0-999;0-1999;0-3999;*
649;0-999;0-1999;0-3999;*
650;0-999;0-1999;0-3999;*
651;0-999;0-1999;0-3999;*
652;0-999;0-1999;0-3999;*
653;0-999;0-1999;0-3999;*
654;0-999;0-1999;0-3999;*
655;0-999;0-1999;0-3999;*
656;0-999;0-1999;0-3999;*
657;0-999;0-1999;0-3999;*
658;0-999;0-1999;0-3999;*
659;0-999;0-1999;0-3999;*
660;0-999;0-1999;0-3999;*
661;0-999;0-1999;0-3999;*
662;0-999;0-1999;0-3999;*
663;0-999;0-1999;0-3999;*
664;0-999;0-1999;0-3999;*
665;0-999;0-1999;0-3999;*
666;0-999;0-1999;0-3999;*
667;0-999;0-1999;0-3999;*
668;0-999;0-1999;0-3999;*
669;0-999;0-1999;0-3999;*
670;0-999;0-1999;0-3999;*
671;0-999;0-1999;0-3999;*
672;0-999;0-1999;0-3999;*
673;0-999;0-1999;0-3999;*
674;0-999;0-1999;0-3999;*
675;0-999;0-1999;0-3999;*
676;0-999;0-1999;0-3999;*
677;0-999;0-1999;0-3999;*
678;0-999;0-1999;0-3999;*
679;0-999;0-1999;0-3999;*
680;0-999;0-1999;0-3999;*
681;0-999;0-1999;0-3999;*
682;0-999;0-1999;0-3999;*
683;0-999;0-1999;0-3999;*
684;0-999;0-1999;0-3999;*
685;0-999;0-1999;0-3999;*
686;0-999;0-1999;0-3999;*
687;0-999;0-1999;0-3999;*
688;0-999;0-1999;0-3999;*
689;0-999;0-1999;0-3999;*
690;0-999;0-1999;0-3999;*
691;0-999;0-1999;0-3999;*
692;0-999;0-1999;0-3999;*
693;0-999;0-1999;0-3999;*
694;0-999;0-1999;0-3999;*
695;0-999;0-1999;0-3999;*
696;0-999;0-1999;0-3999;*
697;0-999;0-1999;0-3999;*
698;0-999;0-1999;0-3999;*
699;0-999;0-1999;0-3999;*
700;0-999;0-1999;0-3999;*
701;0-999;0-1999;0-3999;*
702;0-999;0-1999;0-3999;*
703;0-999;0-1999;0-3999;*
704;0-999;0-1999;0-3999;*
705;0-999;0-1999;0-3999;*
706;0-999;0-1999;0-3999;*
707;0-999;0-1999;0-3999;*
708;0-999;0-1999;0-3999;*
709;0-999;0-1999;0-3999;*
710;0-999;0-1999;0-3999;*
711;0-999;0-1999;0-3999;*
712;0-999;0-1999;0-3999;*
713;0-999;0-1999;0-3999;*
714;0-999;0-1999;0-3999;*
715;0-999;0-1999;0-3999;*
716;0-999;0-1999;0-3999;*
717;0-999;0-1999;0-3999;*
718;0-999;0-1999;0-3999;*
719;0-999;0-1999;0-3999;*
720;0-999;0-1999;0-3999;*
721;0-999;0-1999;0-3999;*
722;0-999;0-1999;0-3999;*
723;0-999;0-1999;0-3999;*
724;0-999;0-1999;0-3999;*
725;0-999;0-1999;0-3999;*
726;0-999;0-1999;0-3999;*
727;0-999;0-1999;0-3999;*
728;0-999;0-1999;0-3999;*
729;0-999;0-1999;0-3999;*
730;0-999;0-1999;0-3999;*
731;0-999;0-1999;0-3999;*
732;0-999;0-1999;0-3999;*
733;0-999;0-1999;0-3999;*
734;0-999;0-1999;0-3999;*
735;0-999;0-1999;0-3999;*
736;0-999;0-1999;0-3999;*
737;0-999;0-1999;0-3999;*
738;0-999;0-1999;0-3999;*
739;0-999;0-1999;0-3999;*
740;0-999;0-1999;0-3999;*
741;0-999;0-1999;0-3999;*
742;0-999;0-1999;0-3999;*
743;0-999;0-1999;0-3999;*
744;0-999;0-1999;0-3999;*
745;0-999;0-1999;0-3999;*
746;0-999;0-1999;0-3999;*
747;0-999;0-1999;0-3999;*
748;0-999;0-1999;0-3999;*
749;0-999;0-1999;0-3999;*
750;0-999;0-1999;0-3999;*
751;0-999;0-1999;0-3999;*
752;0-999;0-1999;0-3999;*
753;0-999;0-1999;0-3999;*
754;0-999;0-1999;0-3999;*
755;0-999;0-1999;0-3999;*
756;0-999;0-1999;0-3999;*
757;0-999;0-1999;0-3999;*
758;0-999;0-1999;0-3999;*
759;0-999;0-1999;0-3999;*
760;0-999;0-1999;0-3999;*
761;0-999;0-1999;0-3999;*
762;0-999;0-1999;0-3999;*
763;0-999;0-1999;0-3999;*
764;0-999;0-1999;0-3999;*
765;0-999;0-1999;0-3999;*
766;0-999;0-1999;0-3999;*
767;0-999;0-1999;0-3999;*
768;0-999;0-1999;0-3999;*
769;0-999;0-1999;0-3999;*
770;0-999;0-1999;0-3999;*
771;0-999;0-1999;0-3999;*
772;0-999;0-1999;0-3999;*
773;0-999;0-1999;0-3999;*
774;0-999;0-1999;0-3999;*
775;0-999;0-1999;0-3999;*
776;0-999;0-1999;0-3999;*
